Id,Dataset,Filepath,Filename,Ext,Speaker,Text,Gender,Age,Emotion
4429,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWL_DIS_XX.wav,1067_IWL_DIS_XX.wav,.wav,Crema_1067,I would like a new alarm clock,Male,66,Disgust
4430,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWL_FEA_XX.wav,1067_IWL_FEA_XX.wav,.wav,Crema_1067,I would like a new alarm clock,Male,66,Fear
4431,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWL_HAP_XX.wav,1067_IWL_HAP_XX.wav,.wav,Crema_1067,I would like a new alarm clock,Male,66,Happy
4432,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWL_NEU_XX.wav,1067_IWL_NEU_XX.wav,.wav,Crema_1067,I would like a new alarm clock,Male,66,Neutral
4433,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWL_SAD_XX.wav,1067_IWL_SAD_XX.wav,.wav,Crema_1067,I would like a new alarm clock,Male,66,Sad
4434,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWW_ANG_XX.wav,1067_IWW_ANG_XX.wav,.wav,Crema_1067,I wonder what this is about,Male,66,Anger
4435,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWW_DIS_XX.wav,1067_IWW_DIS_XX.wav,.wav,Crema_1067,I wonder what this is about,Male,66,Disgust
4436,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWW_FEA_XX.wav,1067_IWW_FEA_XX.wav,.wav,Crema_1067,I wonder what this is about,Male,66,Fear
4437,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWW_HAP_XX.wav,1067_IWW_HAP_XX.wav,.wav,Crema_1067,I wonder what this is about,Male,66,Happy
4438,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWW_NEU_XX.wav,1067_IWW_NEU_XX.wav,.wav,Crema_1067,I wonder what this is about,Male,66,Neutral
4439,CREMA-D,./dataset/crema-d\AudioWAV\1067_IWW_SAD_XX.wav,1067_IWW_SAD_XX.wav,.wav,Crema_1067,I wonder what this is about,Male,66,Sad
4440,CREMA-D,./dataset/crema-d\AudioWAV\1067_MTI_ANG_XX.wav,1067_MTI_ANG_XX.wav,.wav,Crema_1067,Maybe tomorrow it will be cold,Male,66,Anger
4441,CREMA-D,./dataset/crema-d\AudioWAV\1067_MTI_DIS_XX.wav,1067_MTI_DIS_XX.wav,.wav,Crema_1067,Maybe tomorrow it will be cold,Male,66,Disgust
4442,CREMA-D,./dataset/crema-d\AudioWAV\1067_MTI_FEA_XX.wav,1067_MTI_FEA_XX.wav,.wav,Crema_1067,Maybe tomorrow it will be cold,Male,66,Fear
4443,CREMA-D,./dataset/crema-d\AudioWAV\1067_MTI_HAP_XX.wav,1067_MTI_HAP_XX.wav,.wav,Crema_1067,Maybe tomorrow it will be cold,Male,66,Happy
4444,CREMA-D,./dataset/crema-d\AudioWAV\1067_MTI_NEU_XX.wav,1067_MTI_NEU_XX.wav,.wav,Crema_1067,Maybe tomorrow it will be cold,Male,66,Neutral
4445,CREMA-D,./dataset/crema-d\AudioWAV\1067_MTI_SAD_XX.wav,1067_MTI_SAD_XX.wav,.wav,Crema_1067,Maybe tomorrow it will be cold,Male,66,Sad
4446,CREMA-D,./dataset/crema-d\AudioWAV\1067_TAI_ANG_XX.wav,1067_TAI_ANG_XX.wav,.wav,Crema_1067,The airplane is almost full,Male,66,Anger
4447,CREMA-D,./dataset/crema-d\AudioWAV\1067_TAI_DIS_XX.wav,1067_TAI_DIS_XX.wav,.wav,Crema_1067,The airplane is almost full,Male,66,Disgust
4448,CREMA-D,./dataset/crema-d\AudioWAV\1067_TAI_FEA_XX.wav,1067_TAI_FEA_XX.wav,.wav,Crema_1067,The airplane is almost full,Male,66,Fear
4449,CREMA-D,./dataset/crema-d\AudioWAV\1067_TAI_HAP_XX.wav,1067_TAI_HAP_XX.wav,.wav,Crema_1067,The airplane is almost full,Male,66,Happy
4450,CREMA-D,./dataset/crema-d\AudioWAV\1067_TAI_NEU_XX.wav,1067_TAI_NEU_XX.wav,.wav,Crema_1067,The airplane is almost full,Male,66,Neutral
4451,CREMA-D,./dataset/crema-d\AudioWAV\1067_TAI_SAD_XX.wav,1067_TAI_SAD_XX.wav,.wav,Crema_1067,The airplane is almost full,Male,66,Sad
4452,CREMA-D,./dataset/crema-d\AudioWAV\1067_TIE_ANG_XX.wav,1067_TIE_ANG_XX.wav,.wav,Crema_1067,That is exactly what happened,Male,66,Anger
4453,CREMA-D,./dataset/crema-d\AudioWAV\1067_TIE_DIS_XX.wav,1067_TIE_DIS_XX.wav,.wav,Crema_1067,That is exactly what happened,Male,66,Disgust
4454,CREMA-D,./dataset/crema-d\AudioWAV\1067_TIE_FEA_XX.wav,1067_TIE_FEA_XX.wav,.wav,Crema_1067,That is exactly what happened,Male,66,Fear
4455,CREMA-D,./dataset/crema-d\AudioWAV\1067_TIE_HAP_XX.wav,1067_TIE_HAP_XX.wav,.wav,Crema_1067,That is exactly what happened,Male,66,Happy
4456,CREMA-D,./dataset/crema-d\AudioWAV\1067_TIE_NEU_XX.wav,1067_TIE_NEU_XX.wav,.wav,Crema_1067,That is exactly what happened,Male,66,Neutral
4457,CREMA-D,./dataset/crema-d\AudioWAV\1067_TIE_SAD_XX.wav,1067_TIE_SAD_XX.wav,.wav,Crema_1067,That is exactly what happened,Male,66,Sad
4458,CREMA-D,./dataset/crema-d\AudioWAV\1067_TSI_ANG_XX.wav,1067_TSI_ANG_XX.wav,.wav,Crema_1067,The surface is slick,Male,66,Anger
4459,CREMA-D,./dataset/crema-d\AudioWAV\1067_TSI_DIS_XX.wav,1067_TSI_DIS_XX.wav,.wav,Crema_1067,The surface is slick,Male,66,Disgust
4460,CREMA-D,./dataset/crema-d\AudioWAV\1067_TSI_FEA_XX.wav,1067_TSI_FEA_XX.wav,.wav,Crema_1067,The surface is slick,Male,66,Fear
4461,CREMA-D,./dataset/crema-d\AudioWAV\1067_TSI_HAP_XX.wav,1067_TSI_HAP_XX.wav,.wav,Crema_1067,The surface is slick,Male,66,Happy
4462,CREMA-D,./dataset/crema-d\AudioWAV\1067_TSI_NEU_XX.wav,1067_TSI_NEU_XX.wav,.wav,Crema_1067,The surface is slick,Male,66,Neutral
4463,CREMA-D,./dataset/crema-d\AudioWAV\1067_TSI_SAD_XX.wav,1067_TSI_SAD_XX.wav,.wav,Crema_1067,The surface is slick,Male,66,Sad
4464,CREMA-D,./dataset/crema-d\AudioWAV\1067_WSI_ANG_XX.wav,1067_WSI_ANG_XX.wav,.wav,Crema_1067,We'll stop in a couple of minutes,Male,66,Anger
4465,CREMA-D,./dataset/crema-d\AudioWAV\1067_WSI_DIS_XX.wav,1067_WSI_DIS_XX.wav,.wav,Crema_1067,We'll stop in a couple of minutes,Male,66,Disgust
4466,CREMA-D,./dataset/crema-d\AudioWAV\1067_WSI_FEA_XX.wav,1067_WSI_FEA_XX.wav,.wav,Crema_1067,We'll stop in a couple of minutes,Male,66,Fear
4467,CREMA-D,./dataset/crema-d\AudioWAV\1067_WSI_HAP_XX.wav,1067_WSI_HAP_XX.wav,.wav,Crema_1067,We'll stop in a couple of minutes,Male,66,Happy
4468,CREMA-D,./dataset/crema-d\AudioWAV\1067_WSI_NEU_XX.wav,1067_WSI_NEU_XX.wav,.wav,Crema_1067,We'll stop in a couple of minutes,Male,66,Neutral
4469,CREMA-D,./dataset/crema-d\AudioWAV\1067_WSI_SAD_XX.wav,1067_WSI_SAD_XX.wav,.wav,Crema_1067,We'll stop in a couple of minutes,Male,66,Sad
4470,CREMA-D,./dataset/crema-d\AudioWAV\1068_DFA_ANG_XX.wav,1068_DFA_ANG_XX.wav,.wav,Crema_1068,Don't forget a jacket,Male,34,Anger
4471,CREMA-D,./dataset/crema-d\AudioWAV\1068_DFA_DIS_XX.wav,1068_DFA_DIS_XX.wav,.wav,Crema_1068,Don't forget a jacket,Male,34,Disgust
4472,CREMA-D,./dataset/crema-d\AudioWAV\1068_DFA_FEA_XX.wav,1068_DFA_FEA_XX.wav,.wav,Crema_1068,Don't forget a jacket,Male,34,Fear
4473,CREMA-D,./dataset/crema-d\AudioWAV\1068_DFA_HAP_XX.wav,1068_DFA_HAP_XX.wav,.wav,Crema_1068,Don't forget a jacket,Male,34,Happy
4474,CREMA-D,./dataset/crema-d\AudioWAV\1068_DFA_NEU_XX.wav,1068_DFA_NEU_XX.wav,.wav,Crema_1068,Don't forget a jacket,Male,34,Neutral
4475,CREMA-D,./dataset/crema-d\AudioWAV\1068_DFA_SAD_XX.wav,1068_DFA_SAD_XX.wav,.wav,Crema_1068,Don't forget a jacket,Male,34,Sad
4476,CREMA-D,./dataset/crema-d\AudioWAV\1068_IEO_NEU_XX.wav,1068_IEO_NEU_XX.wav,.wav,Crema_1068,It's eleven o'clock,Male,34,Neutral
4477,CREMA-D,./dataset/crema-d\AudioWAV\1068_IOM_ANG_XX.wav,1068_IOM_ANG_XX.wav,.wav,Crema_1068,I'm on my way to the meeting,Male,34,Anger
4478,CREMA-D,./dataset/crema-d\AudioWAV\1068_IOM_DIS_XX.wav,1068_IOM_DIS_XX.wav,.wav,Crema_1068,I'm on my way to the meeting,Male,34,Disgust
4479,CREMA-D,./dataset/crema-d\AudioWAV\1068_IOM_FEA_XX.wav,1068_IOM_FEA_XX.wav,.wav,Crema_1068,I'm on my way to the meeting,Male,34,Fear
4480,CREMA-D,./dataset/crema-d\AudioWAV\1068_IOM_HAP_XX.wav,1068_IOM_HAP_XX.wav,.wav,Crema_1068,I'm on my way to the meeting,Male,34,Happy
4481,CREMA-D,./dataset/crema-d\AudioWAV\1068_IOM_NEU_XX.wav,1068_IOM_NEU_XX.wav,.wav,Crema_1068,I'm on my way to the meeting,Male,34,Neutral
4482,CREMA-D,./dataset/crema-d\AudioWAV\1068_IOM_SAD_XX.wav,1068_IOM_SAD_XX.wav,.wav,Crema_1068,I'm on my way to the meeting,Male,34,Sad
4483,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITH_ANG_XX.wav,1068_ITH_ANG_XX.wav,.wav,Crema_1068,I think I have a doctor's appointment,Male,34,Anger
4484,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITH_DIS_XX.wav,1068_ITH_DIS_XX.wav,.wav,Crema_1068,I think I have a doctor's appointment,Male,34,Disgust
4485,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITH_FEA_XX.wav,1068_ITH_FEA_XX.wav,.wav,Crema_1068,I think I have a doctor's appointment,Male,34,Fear
4486,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITH_HAP_XX.wav,1068_ITH_HAP_XX.wav,.wav,Crema_1068,I think I have a doctor's appointment,Male,34,Happy
4487,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITH_NEU_XX.wav,1068_ITH_NEU_XX.wav,.wav,Crema_1068,I think I have a doctor's appointment,Male,34,Neutral
4488,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITH_SAD_XX.wav,1068_ITH_SAD_XX.wav,.wav,Crema_1068,I think I have a doctor's appointment,Male,34,Sad
4489,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITS_ANG_XX.wav,1068_ITS_ANG_XX.wav,.wav,Crema_1068,I think I've seen this before,Male,34,Anger
4490,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITS_DIS_XX.wav,1068_ITS_DIS_XX.wav,.wav,Crema_1068,I think I've seen this before,Male,34,Disgust
4491,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITS_FEA_XX.wav,1068_ITS_FEA_XX.wav,.wav,Crema_1068,I think I've seen this before,Male,34,Fear
4492,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITS_HAP_XX.wav,1068_ITS_HAP_XX.wav,.wav,Crema_1068,I think I've seen this before,Male,34,Happy
4493,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITS_NEU_XX.wav,1068_ITS_NEU_XX.wav,.wav,Crema_1068,I think I've seen this before,Male,34,Neutral
4494,CREMA-D,./dataset/crema-d\AudioWAV\1068_ITS_SAD_XX.wav,1068_ITS_SAD_XX.wav,.wav,Crema_1068,I think I've seen this before,Male,34,Sad
4495,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWL_ANG_XX.wav,1068_IWL_ANG_XX.wav,.wav,Crema_1068,I would like a new alarm clock,Male,34,Anger
4496,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWL_DIS_XX.wav,1068_IWL_DIS_XX.wav,.wav,Crema_1068,I would like a new alarm clock,Male,34,Disgust
4497,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWL_FEA_XX.wav,1068_IWL_FEA_XX.wav,.wav,Crema_1068,I would like a new alarm clock,Male,34,Fear
4498,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWL_HAP_XX.wav,1068_IWL_HAP_XX.wav,.wav,Crema_1068,I would like a new alarm clock,Male,34,Happy
4499,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWL_NEU_XX.wav,1068_IWL_NEU_XX.wav,.wav,Crema_1068,I would like a new alarm clock,Male,34,Neutral
4500,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWL_SAD_XX.wav,1068_IWL_SAD_XX.wav,.wav,Crema_1068,I would like a new alarm clock,Male,34,Sad
4501,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWW_ANG_XX.wav,1068_IWW_ANG_XX.wav,.wav,Crema_1068,I wonder what this is about,Male,34,Anger
4502,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWW_DIS_XX.wav,1068_IWW_DIS_XX.wav,.wav,Crema_1068,I wonder what this is about,Male,34,Disgust
4503,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWW_FEA_XX.wav,1068_IWW_FEA_XX.wav,.wav,Crema_1068,I wonder what this is about,Male,34,Fear
4504,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWW_HAP_XX.wav,1068_IWW_HAP_XX.wav,.wav,Crema_1068,I wonder what this is about,Male,34,Happy
4505,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWW_NEU_XX.wav,1068_IWW_NEU_XX.wav,.wav,Crema_1068,I wonder what this is about,Male,34,Neutral
4506,CREMA-D,./dataset/crema-d\AudioWAV\1068_IWW_SAD_XX.wav,1068_IWW_SAD_XX.wav,.wav,Crema_1068,I wonder what this is about,Male,34,Sad
4507,CREMA-D,./dataset/crema-d\AudioWAV\1068_MTI_ANG_XX.wav,1068_MTI_ANG_XX.wav,.wav,Crema_1068,Maybe tomorrow it will be cold,Male,34,Anger
4508,CREMA-D,./dataset/crema-d\AudioWAV\1068_MTI_DIS_XX.wav,1068_MTI_DIS_XX.wav,.wav,Crema_1068,Maybe tomorrow it will be cold,Male,34,Disgust
4509,CREMA-D,./dataset/crema-d\AudioWAV\1068_MTI_FEA_XX.wav,1068_MTI_FEA_XX.wav,.wav,Crema_1068,Maybe tomorrow it will be cold,Male,34,Fear
4510,CREMA-D,./dataset/crema-d\AudioWAV\1068_MTI_HAP_XX.wav,1068_MTI_HAP_XX.wav,.wav,Crema_1068,Maybe tomorrow it will be cold,Male,34,Happy
4511,CREMA-D,./dataset/crema-d\AudioWAV\1068_MTI_NEU_XX.wav,1068_MTI_NEU_XX.wav,.wav,Crema_1068,Maybe tomorrow it will be cold,Male,34,Neutral
4512,CREMA-D,./dataset/crema-d\AudioWAV\1068_MTI_SAD_XX.wav,1068_MTI_SAD_XX.wav,.wav,Crema_1068,Maybe tomorrow it will be cold,Male,34,Sad
4513,CREMA-D,./dataset/crema-d\AudioWAV\1068_TAI_ANG_XX.wav,1068_TAI_ANG_XX.wav,.wav,Crema_1068,The airplane is almost full,Male,34,Anger
4514,CREMA-D,./dataset/crema-d\AudioWAV\1068_TAI_DIS_XX.wav,1068_TAI_DIS_XX.wav,.wav,Crema_1068,The airplane is almost full,Male,34,Disgust
4515,CREMA-D,./dataset/crema-d\AudioWAV\1068_TAI_FEA_XX.wav,1068_TAI_FEA_XX.wav,.wav,Crema_1068,The airplane is almost full,Male,34,Fear
4516,CREMA-D,./dataset/crema-d\AudioWAV\1068_TAI_HAP_XX.wav,1068_TAI_HAP_XX.wav,.wav,Crema_1068,The airplane is almost full,Male,34,Happy
4517,CREMA-D,./dataset/crema-d\AudioWAV\1068_TAI_NEU_XX.wav,1068_TAI_NEU_XX.wav,.wav,Crema_1068,The airplane is almost full,Male,34,Neutral
4518,CREMA-D,./dataset/crema-d\AudioWAV\1068_TAI_SAD_XX.wav,1068_TAI_SAD_XX.wav,.wav,Crema_1068,The airplane is almost full,Male,34,Sad
4519,CREMA-D,./dataset/crema-d\AudioWAV\1068_TIE_ANG_XX.wav,1068_TIE_ANG_XX.wav,.wav,Crema_1068,That is exactly what happened,Male,34,Anger
4520,CREMA-D,./dataset/crema-d\AudioWAV\1068_TIE_DIS_XX.wav,1068_TIE_DIS_XX.wav,.wav,Crema_1068,That is exactly what happened,Male,34,Disgust
4521,CREMA-D,./dataset/crema-d\AudioWAV\1068_TIE_FEA_XX.wav,1068_TIE_FEA_XX.wav,.wav,Crema_1068,That is exactly what happened,Male,34,Fear
4522,CREMA-D,./dataset/crema-d\AudioWAV\1068_TIE_HAP_XX.wav,1068_TIE_HAP_XX.wav,.wav,Crema_1068,That is exactly what happened,Male,34,Happy
4523,CREMA-D,./dataset/crema-d\AudioWAV\1068_TIE_NEU_XX.wav,1068_TIE_NEU_XX.wav,.wav,Crema_1068,That is exactly what happened,Male,34,Neutral
4524,CREMA-D,./dataset/crema-d\AudioWAV\1068_TIE_SAD_XX.wav,1068_TIE_SAD_XX.wav,.wav,Crema_1068,That is exactly what happened,Male,34,Sad
4525,CREMA-D,./dataset/crema-d\AudioWAV\1068_TSI_ANG_XX.wav,1068_TSI_ANG_XX.wav,.wav,Crema_1068,The surface is slick,Male,34,Anger
4526,CREMA-D,./dataset/crema-d\AudioWAV\1068_TSI_DIS_XX.wav,1068_TSI_DIS_XX.wav,.wav,Crema_1068,The surface is slick,Male,34,Disgust
4527,CREMA-D,./dataset/crema-d\AudioWAV\1068_TSI_FEA_XX.wav,1068_TSI_FEA_XX.wav,.wav,Crema_1068,The surface is slick,Male,34,Fear
4528,CREMA-D,./dataset/crema-d\AudioWAV\1068_TSI_HAP_XX.wav,1068_TSI_HAP_XX.wav,.wav,Crema_1068,The surface is slick,Male,34,Happy
4529,CREMA-D,./dataset/crema-d\AudioWAV\1068_TSI_NEU_XX.wav,1068_TSI_NEU_XX.wav,.wav,Crema_1068,The surface is slick,Male,34,Neutral
4530,CREMA-D,./dataset/crema-d\AudioWAV\1068_TSI_SAD_XX.wav,1068_TSI_SAD_XX.wav,.wav,Crema_1068,The surface is slick,Male,34,Sad
4531,CREMA-D,./dataset/crema-d\AudioWAV\1068_WSI_ANG_XX.wav,1068_WSI_ANG_XX.wav,.wav,Crema_1068,We'll stop in a couple of minutes,Male,34,Anger
4532,CREMA-D,./dataset/crema-d\AudioWAV\1068_WSI_DIS_XX.wav,1068_WSI_DIS_XX.wav,.wav,Crema_1068,We'll stop in a couple of minutes,Male,34,Disgust
4533,CREMA-D,./dataset/crema-d\AudioWAV\1068_WSI_FEA_XX.wav,1068_WSI_FEA_XX.wav,.wav,Crema_1068,We'll stop in a couple of minutes,Male,34,Fear
4534,CREMA-D,./dataset/crema-d\AudioWAV\1068_WSI_HAP_XX.wav,1068_WSI_HAP_XX.wav,.wav,Crema_1068,We'll stop in a couple of minutes,Male,34,Happy
4535,CREMA-D,./dataset/crema-d\AudioWAV\1068_WSI_NEU_XX.wav,1068_WSI_NEU_XX.wav,.wav,Crema_1068,We'll stop in a couple of minutes,Male,34,Neutral
4536,CREMA-D,./dataset/crema-d\AudioWAV\1068_WSI_SAD_XX.wav,1068_WSI_SAD_XX.wav,.wav,Crema_1068,We'll stop in a couple of minutes,Male,34,Sad
4537,CREMA-D,./dataset/crema-d\AudioWAV\1069_DFA_ANG_XX.wav,1069_DFA_ANG_XX.wav,.wav,Crema_1069,Don't forget a jacket,Male,27,Anger
4538,CREMA-D,./dataset/crema-d\AudioWAV\1069_DFA_DIS_XX.wav,1069_DFA_DIS_XX.wav,.wav,Crema_1069,Don't forget a jacket,Male,27,Disgust
4539,CREMA-D,./dataset/crema-d\AudioWAV\1069_DFA_FEA_XX.wav,1069_DFA_FEA_XX.wav,.wav,Crema_1069,Don't forget a jacket,Male,27,Fear
4540,CREMA-D,./dataset/crema-d\AudioWAV\1069_DFA_HAP_XX.wav,1069_DFA_HAP_XX.wav,.wav,Crema_1069,Don't forget a jacket,Male,27,Happy
4541,CREMA-D,./dataset/crema-d\AudioWAV\1069_DFA_NEU_XX.wav,1069_DFA_NEU_XX.wav,.wav,Crema_1069,Don't forget a jacket,Male,27,Neutral
4542,CREMA-D,./dataset/crema-d\AudioWAV\1069_DFA_SAD_XX.wav,1069_DFA_SAD_XX.wav,.wav,Crema_1069,Don't forget a jacket,Male,27,Sad
4543,CREMA-D,./dataset/crema-d\AudioWAV\1069_IEO_NEU_XX.wav,1069_IEO_NEU_XX.wav,.wav,Crema_1069,It's eleven o'clock,Male,27,Neutral
4544,CREMA-D,./dataset/crema-d\AudioWAV\1069_IOM_ANG_XX.wav,1069_IOM_ANG_XX.wav,.wav,Crema_1069,I'm on my way to the meeting,Male,27,Anger
4545,CREMA-D,./dataset/crema-d\AudioWAV\1069_IOM_DIS_XX.wav,1069_IOM_DIS_XX.wav,.wav,Crema_1069,I'm on my way to the meeting,Male,27,Disgust
4546,CREMA-D,./dataset/crema-d\AudioWAV\1069_IOM_FEA_XX.wav,1069_IOM_FEA_XX.wav,.wav,Crema_1069,I'm on my way to the meeting,Male,27,Fear
4547,CREMA-D,./dataset/crema-d\AudioWAV\1069_IOM_HAP_XX.wav,1069_IOM_HAP_XX.wav,.wav,Crema_1069,I'm on my way to the meeting,Male,27,Happy
4548,CREMA-D,./dataset/crema-d\AudioWAV\1069_IOM_NEU_XX.wav,1069_IOM_NEU_XX.wav,.wav,Crema_1069,I'm on my way to the meeting,Male,27,Neutral
4549,CREMA-D,./dataset/crema-d\AudioWAV\1069_IOM_SAD_XX.wav,1069_IOM_SAD_XX.wav,.wav,Crema_1069,I'm on my way to the meeting,Male,27,Sad
4550,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITH_ANG_XX.wav,1069_ITH_ANG_XX.wav,.wav,Crema_1069,I think I have a doctor's appointment,Male,27,Anger
4551,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITH_DIS_XX.wav,1069_ITH_DIS_XX.wav,.wav,Crema_1069,I think I have a doctor's appointment,Male,27,Disgust
4552,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITH_FEA_XX.wav,1069_ITH_FEA_XX.wav,.wav,Crema_1069,I think I have a doctor's appointment,Male,27,Fear
4553,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITH_HAP_XX.wav,1069_ITH_HAP_XX.wav,.wav,Crema_1069,I think I have a doctor's appointment,Male,27,Happy
4554,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITH_NEU_XX.wav,1069_ITH_NEU_XX.wav,.wav,Crema_1069,I think I have a doctor's appointment,Male,27,Neutral
4555,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITH_SAD_XX.wav,1069_ITH_SAD_XX.wav,.wav,Crema_1069,I think I have a doctor's appointment,Male,27,Sad
4556,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITS_ANG_XX.wav,1069_ITS_ANG_XX.wav,.wav,Crema_1069,I think I've seen this before,Male,27,Anger
4557,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITS_DIS_XX.wav,1069_ITS_DIS_XX.wav,.wav,Crema_1069,I think I've seen this before,Male,27,Disgust
4558,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITS_FEA_XX.wav,1069_ITS_FEA_XX.wav,.wav,Crema_1069,I think I've seen this before,Male,27,Fear
4559,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITS_HAP_XX.wav,1069_ITS_HAP_XX.wav,.wav,Crema_1069,I think I've seen this before,Male,27,Happy
4560,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITS_NEU_XX.wav,1069_ITS_NEU_XX.wav,.wav,Crema_1069,I think I've seen this before,Male,27,Neutral
4561,CREMA-D,./dataset/crema-d\AudioWAV\1069_ITS_SAD_XX.wav,1069_ITS_SAD_XX.wav,.wav,Crema_1069,I think I've seen this before,Male,27,Sad
4562,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWL_ANG_XX.wav,1069_IWL_ANG_XX.wav,.wav,Crema_1069,I would like a new alarm clock,Male,27,Anger
4563,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWL_DIS_XX.wav,1069_IWL_DIS_XX.wav,.wav,Crema_1069,I would like a new alarm clock,Male,27,Disgust
4564,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWL_FEA_XX.wav,1069_IWL_FEA_XX.wav,.wav,Crema_1069,I would like a new alarm clock,Male,27,Fear
4565,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWL_HAP_XX.wav,1069_IWL_HAP_XX.wav,.wav,Crema_1069,I would like a new alarm clock,Male,27,Happy
4566,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWL_NEU_XX.wav,1069_IWL_NEU_XX.wav,.wav,Crema_1069,I would like a new alarm clock,Male,27,Neutral
4567,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWL_SAD_XX.wav,1069_IWL_SAD_XX.wav,.wav,Crema_1069,I would like a new alarm clock,Male,27,Sad
4568,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWW_ANG_XX.wav,1069_IWW_ANG_XX.wav,.wav,Crema_1069,I wonder what this is about,Male,27,Anger
4569,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWW_DIS_XX.wav,1069_IWW_DIS_XX.wav,.wav,Crema_1069,I wonder what this is about,Male,27,Disgust
4570,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWW_FEA_XX.wav,1069_IWW_FEA_XX.wav,.wav,Crema_1069,I wonder what this is about,Male,27,Fear
4571,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWW_HAP_XX.wav,1069_IWW_HAP_XX.wav,.wav,Crema_1069,I wonder what this is about,Male,27,Happy
4572,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWW_NEU_XX.wav,1069_IWW_NEU_XX.wav,.wav,Crema_1069,I wonder what this is about,Male,27,Neutral
4573,CREMA-D,./dataset/crema-d\AudioWAV\1069_IWW_SAD_XX.wav,1069_IWW_SAD_XX.wav,.wav,Crema_1069,I wonder what this is about,Male,27,Sad
4574,CREMA-D,./dataset/crema-d\AudioWAV\1069_MTI_ANG_XX.wav,1069_MTI_ANG_XX.wav,.wav,Crema_1069,Maybe tomorrow it will be cold,Male,27,Anger
4575,CREMA-D,./dataset/crema-d\AudioWAV\1069_MTI_DIS_XX.wav,1069_MTI_DIS_XX.wav,.wav,Crema_1069,Maybe tomorrow it will be cold,Male,27,Disgust
4576,CREMA-D,./dataset/crema-d\AudioWAV\1069_MTI_FEA_XX.wav,1069_MTI_FEA_XX.wav,.wav,Crema_1069,Maybe tomorrow it will be cold,Male,27,Fear
4577,CREMA-D,./dataset/crema-d\AudioWAV\1069_MTI_HAP_XX.wav,1069_MTI_HAP_XX.wav,.wav,Crema_1069,Maybe tomorrow it will be cold,Male,27,Happy
4578,CREMA-D,./dataset/crema-d\AudioWAV\1069_MTI_NEU_XX.wav,1069_MTI_NEU_XX.wav,.wav,Crema_1069,Maybe tomorrow it will be cold,Male,27,Neutral
4579,CREMA-D,./dataset/crema-d\AudioWAV\1069_MTI_SAD_XX.wav,1069_MTI_SAD_XX.wav,.wav,Crema_1069,Maybe tomorrow it will be cold,Male,27,Sad
